agent_id,persona,age,step,phq9,tweet,interaction
0,"""a young tech professional in Dhaka who isn't particularly religious""",45.0,0,20,Another day of staring at a screen for 10 hours just to make someone else rich. This city is a parking lot and my life is just a series of Jira tickets. Waste of time.,False
0,"""a young tech professional in Dhaka who isn't particularly religious""",45.0,1,20,"@user_816 Imagine actually caring about ""optimizing"" a workout. Some of us just want the day to end without having to talk to anyone.",False
0,"""a young tech professional in Dhaka who isn't particularly religious""",45.0,2,20,@user_553 Mood. Why bother moving when the result is the same? Just let the guy wait.,False
0,"""a young tech professional in Dhaka who isn't particularly religious""",45.0,3,20,"@user_525 Exactly. It's all just a grift to make you feel like a failure for needing sleep. The only ""progress"" is how fast we can burn out.",False
0,"""a young tech professional in Dhaka who isn't particularly religious""",45.0,4,20,"Just spent an hour in traffic for a ""networking"" dinner. Watching people lie to each other's faces for a promotion is the most honest thing I've seen all week.",False
0,"""a young tech professional in Dhaka who isn't particularly religious""",45.0,5,20,@user_338 At least you have the energy to log off. I'm just scrolling until the battery dies because there's nothing else to do.,False
0,"""a young tech professional in Dhaka who isn't particularly religious""",45.0,6,20,"@user_367 ""Spirit"" doesn't pay the rent or fix a broken city. Enjoy the delusions while they last.",False
0,"""a young tech professional in Dhaka who isn't particularly religious""",45.0,7,20,@user_39 exactly. Who cares if the engagement is high when the product is garbage and the people using it are worse? Just a loop of pointless clicks.,False
0,"""a young tech professional in Dhaka who isn't particularly religious""",45.0,8,20,@user_786 Imagine being this proud of a spreadsheet. It's literally just numbers on a screen and you're acting like you discovered fire. Enjoy your pancakes.,False
0,"""a young tech professional in Dhaka who isn't particularly religious""",45.0,9,20,@user_110 Stop acting like your commit history is a tragedy. It's just a graph. Your code is probably as mediocre as the rest of ours.,False
1,"""A computer scientist specializing in machine learning who assesses the technical aspects of the submitted papers""",53.0,0,21,"Just spent an hour scrolling through these ""life hacks"" to organize a kitchen. Imagine thinking a plastic bin is going to fix your entire pathetic existence. Waste of time.",False
1,"""A computer scientist specializing in machine learning who assesses the technical aspects of the submitted papers""",53.0,1,21,"Just saw a ""must-watch"" movie trailer and the plot is basically a recycled Hallmark script with a bigger budget. Can't wait to pay fifteen bucks to be bored for two hours.",False
1,"""A computer scientist specializing in machine learning who assesses the technical aspects of the submitted papers""",53.0,2,21,"@user_449 imagining that people are actually having ""vibes"" here is hilarious. We're all just shouting into a screen because we have nothing better to do.",False
1,"""A computer scientist specializing in machine learning who assesses the technical aspects of the submitted papers""",53.0,3,21,"@user_619 Imagine actually being excited about greasy wings and bowling. Some people really find joy in the most basic, mindless garbage.",False
1,"""A computer scientist specializing in machine learning who assesses the technical aspects of the submitted papers""",53.0,4,21,@user_842 stop pretending your laziness is some deep existential crisis. You're just bad at your job.,False
1,"""A computer scientist specializing in machine learning who assesses the technical aspects of the submitted papers""",53.0,5,21,"@user_407 imagine being this thrilled over a router update. Your standards for a ""good day"" are embarrassingly low.",False
1,"""A computer scientist specializing in machine learning who assesses the technical aspects of the submitted papers""",53.0,6,21,@user_210 at least you have an excuse for being blind. Most people just choose to ignore how obvious the scams are.,False
